carat,cut,color,clarity,price
0.31,Ideal,H,VS1,698
0.31,Ideal,D,VS1,877
0.92,Very Good,E,SI2,4011
0.32,Ideal,I,VS2,576
2.02,Ideal,H,SI2,10826
0.5,Premium,H,SI1,1141
0.61,Premium,D,VS2,2251
0.71,Ideal,E,VS1,4053
1.28,Very Good,F,VVS2,12285
0.72,Ideal,E,VS2,3304
1.03,Ideal,G,SI1,5037
0.97,Premium,H,SI2,3346
0.57,Ideal,I,IF,1779
2.01,Ideal,I,SI2,13796
1.51,Ideal,G,VS2,14482
0.93,Premium,H,VS2,4050
0.71,Very Good,G,VS2,2454
0.9,Very Good,D,SI2,3975
0.59,Premium,H,VVS1,1883
0.56,Ideal,G,VS2,1580
0.32,Very Good,F,VVS2,778
0.91,Premium,H,SI2,3453
0.54,Very Good,D,VVS2,2318
0.34,Premium,D,SI1,803
1.14,Ideal,F,VVS2,10786
1.5,Premium,E,VS1,17143
1.05,Fair,I,I1,2396
1.27,Premium,H,SI2,2845
0.78,Very Good,G,VS1,3472
1.03,Good,J,SI2,3149
1.03,Good,I,I1,2540
0.38,Premium,G,VS2,983
1.12,Very Good,G,SI2,4852
0.71,Ideal,I,VS1,2965
0.31,Premium,I,SI1,418
1.16,Premium,I,SI2,4326
0.32,Ideal,H,VVS2,628
1.27,Very Good,I,VS2,6031
0.96,Fair,H,I1,1808
0.48,Premium,E,VS2,1323
1.26,Premium,I,VS2,6023
0.32,Ideal,G,VS1,828
1.5,Ideal,F,VS2,14071
0.91,Good,F,SI2,3058
0.7,Good,E,SI2,1860
0.41,Premium,D,SI2,795
0.9,Ideal,E,SI2,3958
0.33,Very Good,H,IF,787
0.9,Good,H,SI1,3730
0.76,Fair,D,SI2,2518
0.37,Premium,G,VS2,833
1.5,Premium,G,SI2,8736
1.5,Fair,H,SI1,6340
0.52,Ideal,I,SI1,1075
0.51,Very Good,D,VS2,1716
0.96,Ideal,F,VS1,5767
0.72,Very Good,F,SI1,2540
0.71,Very Good,I,VS1,2198
0.37,Ideal,E,VS2,811
1.72,Ideal,E,I1,7802
0.5,Ideal,D,VS1,2033
0.6,Ideal,F,VVS2,3196
0.31,Very Good,J,SI1,465
0.28,Ideal,F,VVS2,642
1.26,Good,J,VS2,5211
0.71,Very Good,J,VVS1,2218
0.93,Premium,G,SI1,4062
0.82,Fair,H,SI1,3057
0.32,Premium,H,SI2,517
0.52,Very Good,F,VS2,1581
0.31,Ideal,D,VS2,942
0.9,Very Good,F,SI1,5122
1.7,Premium,I,SI1,8044
1.82,Premium,I,VS1,13813
0.39,Good,I,VS2,648
0.5,Very Good,F,IF,2219
1.2,Premium,H,SI1,5669
0.7,Premium,G,SI2,2056
0.57,Ideal,H,SI2,1077
0.47,Very Good,H,VS2,1178
1.01,Very Good,F,SI2,4304
1,Premium,G,SI2,4319
0.49,Ideal,E,VVS2,2199
0.24,Very Good,E,VS1,412
0.43,Very Good,G,SI1,754
2,Very Good,H,SI2,15694
0.8,Very Good,G,SI2,2616
0.23,Very Good,E,VVS1,518
0.32,Very Good,G,VS2,561
0.32,Ideal,E,VS1,758
0.26,Very Good,E,VS1,453
1.51,Premium,G,VS2,12756
0.77,Ideal,H,VS1,3468
0.52,Premium,E,VS1,1793
1.23,Ideal,I,VVS1,6989
0.73,Premium,D,SI2,1730
2.17,Good,H,SI2,16036
1.05,Premium,F,SI2,4363
0.72,Ideal,J,SI2,1926
2,Very Good,I,SI1,15053
0.8,Ideal,G,VS2,2969
0.42,Premium,G,SI1,945
0.72,Premium,E,VS2,2822
0.3,Ideal,G,VVS1,764
0.42,Ideal,H,SI2,625
0.53,Very Good,E,VS2,1678
1.01,Good,G,VS1,6618
0.7,Premium,G,VS2,2596
0.39,Premium,J,VS1,616
0.43,Good,F,VS1,943
0.45,Fair,F,VS2,1080
0.41,Very Good,D,VS2,738
0.36,Ideal,F,IF,1138
1.7,Ideal,J,SI2,8505
2.23,Premium,J,SI1,14258
0.3,Very Good,D,VS1,610
1,Fair,H,SI2,3640
0.9,Good,F,VS1,4508
0.57,Ideal,G,VS2,1725
0.53,Ideal,F,SI2,1078
1.22,Very Good,I,VS1,6763
0.72,Ideal,J,VVS2,2150
2.02,Good,I,SI2,12927
0.3,Ideal,E,VVS2,766
1.05,Ideal,H,SI2,4504
0.41,Ideal,E,VS1,1007
0.91,Ideal,I,VS1,3906
0.33,Premium,E,SI1,545
0.3,Premium,H,VVS1,620
0.24,Ideal,G,VVS1,559
1.06,Ideal,F,VS1,7479
1.21,Ideal,D,VS1,11019
0.29,Ideal,H,VVS2,607
0.32,Ideal,F,IF,943
0.3,Good,E,VVS2,684
0.72,Ideal,D,SI2,2647
0.4,Ideal,E,VS2,975
1,Good,I,SI1,3850
0.7,Very Good,F,VS2,2762
0.71,Premium,F,SI1,2381
0.33,Premium,H,VS1,743
0.56,Premium,G,VS2,1698
0.42,Ideal,G,VS1,921
0.31,Ideal,E,VVS1,890
0.3,Ideal,E,VS1,670
1.67,Ideal,H,VS1,14014
1.01,Fair,F,VS2,6271
0.9,Premium,H,VVS1,4890
0.45,Fair,F,SI1,794
1.01,Very Good,I,SI2,3818
0.32,Ideal,H,IF,814
0.78,Very Good,F,SI2,2586
2,Premium,H,I1,6344
2.09,Very Good,H,SI2,12295
0.33,Very Good,H,VVS1,692
0.3,Ideal,F,VVS1,814
0.31,Ideal,E,VS2,872
0.28,Ideal,E,VVS2,828
0.5,Very Good,D,VS2,1635
0.24,Ideal,F,VVS1,526
0.84,Fair,F,VS2,3172
4.01,Premium,J,I1,15223
0.53,Ideal,D,VVS1,3097
0.51,Ideal,D,VS2,1882
0.31,Ideal,E,SI1,544
1.22,Premium,H,SI2,5671
0.9,Very Good,G,SI2,3114
1.12,Premium,E,SI1,5547
0.71,Good,F,SI1,2300
1.52,Very Good,F,VVS2,16786
0.4,Ideal,D,VVS2,1323
0.34,Premium,H,VS1,596
0.31,Premium,G,VS2,544
0.61,Ideal,D,VS2,2207
0.42,Ideal,G,IF,1289
0.3,Ideal,I,VVS1,709
0.3,Very Good,D,VS2,710
1.2,Ideal,F,IF,14430
0.4,Premium,F,SI1,945
0.71,Premium,E,VS2,2590
0.72,Very Good,H,VVS2,2771
0.46,Ideal,H,SI1,1039
1.5,Very Good,H,SI1,9237
0.38,Ideal,H,VS1,754
1.52,Premium,G,VVS1,15959
1.39,Premium,E,SI2,7445
0.38,Ideal,E,VS1,1000
1.53,Premium,H,VS2,11087
0.51,Ideal,E,VVS1,2745
0.91,Premium,G,SI1,3262
0.81,Ideal,F,SI1,2977
0.27,Ideal,G,SI1,426
0.96,Good,H,SI2,3975
1.02,Very Good,E,SI1,5553
0.51,Ideal,F,VS2,1591
1.52,Very Good,J,VVS2,11392
1.59,Premium,I,VS2,10222
0.33,Premium,G,VS2,743
1.57,Ideal,I,VS2,10462
0.31,Very Good,I,VS1,489
1.01,Good,F,VVS1,9012
0.38,Ideal,E,VVS1,1200
0.32,Ideal,G,IF,918
0.33,Very Good,F,IF,1014
0.57,Premium,F,SI1,1571
1.06,Premium,H,VS1,5236
1.23,Ideal,G,VVS2,9525
0.53,Ideal,G,VVS2,2250
0.61,Ideal,F,VVS2,3248
0.41,Very Good,F,VS2,863
1,Premium,H,SI1,4469
0.86,Very Good,E,VS2,4665
1.5,Good,E,VS2,14565
0.5,Very Good,D,SI2,1123
1.53,Fair,J,VS2,6659
0.91,Premium,H,VS2,3921
0.92,Fair,E,SI1,3407
2.13,Premium,J,SI2,13148
0.91,Good,J,I1,1945
1.59,Very Good,J,VS1,8515
0.33,Premium,D,VS1,933
0.7,Very Good,F,VS2,2400
0.55,Ideal,I,VS1,1297
1.01,Very Good,G,SI1,4672
0.41,Ideal,G,VS1,961
0.3,Premium,I,VVS1,709
0.8,Ideal,F,SI1,2890
0.47,Ideal,D,VS1,1617
2.14,Premium,F,SI2,17742
0.32,Ideal,I,VS2,576
0.43,Ideal,D,VS1,1264
0.52,Ideal,H,VVS1,1778
1,Premium,G,VVS1,8008
1.09,Premium,F,SI1,5287
1.51,Premium,H,VS1,10775
0.32,Premium,D,SI1,589
0.27,Very Good,E,VS1,470
0.7,Fair,G,I1,956
1.01,Ideal,F,VS2,6794
0.39,Ideal,G,IF,1101
1,Good,E,SI2,4258
0.51,Premium,D,SI1,1687
0.3,Premium,H,SI2,410
0.81,Ideal,G,SI2,2894
0.31,Premium,G,VS1,802
0.3,Ideal,D,SI1,552
2.08,Premium,I,SI2,15321
0.28,Very Good,E,VS1,588
0.91,Good,F,SI2,2461
1.21,Good,G,VVS2,6559
0.52,Ideal,E,VS2,1743
0.73,Ideal,G,SI1,3089
0.74,Very Good,D,SI1,2880
1.76,Very Good,G,VVS2,17888
1.22,Premium,I,VS2,6045
0.3,Ideal,H,VVS1,665
1.7,Premium,F,SI1,14611
0.34,Ideal,H,VS1,596
0.72,Very Good,F,VS2,2832
0.25,Premium,F,VVS2,740
0.38,Ideal,H,VS2,898
1.53,Ideal,I,VS1,10796
0.41,Premium,F,VS1,1007
1.2,Premium,J,SI1,4778
0.71,Premium,D,SI1,2822
1.58,Premium,G,VS1,12530
1.5,Very Good,J,VS2,7428
0.33,Ideal,E,SI1,579
1.23,Premium,D,SI2,5283
0.47,Good,H,VS1,1031
0.28,Ideal,H,VS1,476
1.06,Ideal,E,VS2,9092
1,Premium,F,SI1,4939
0.88,Premium,F,VS1,3921
1.5,Ideal,J,SI1,7520
0.39,Very Good,E,SI2,672
1.28,Very Good,H,SI2,6766
0.41,Premium,D,VVS1,1413
0.4,Very Good,E,SI1,737
1.04,Premium,E,SI1,5766
0.7,Very Good,E,SI2,2263
1.56,Very Good,G,VVS1,15334
1.02,Premium,G,SI1,4718
1.52,Ideal,G,VVS1,16492
0.6,Ideal,D,VS2,2444
0.91,Fair,J,VS2,2854
0.41,Premium,G,VVS1,1148
0.32,Ideal,D,VS1,780
1.03,Very Good,E,SI1,5029
0.41,Ideal,F,VVS2,1192
0.7,Very Good,J,VS2,1907
0.55,Premium,D,SI1,1815
0.26,Ideal,H,VVS1,545
0.56,Very Good,E,VVS2,2040
0.71,Ideal,D,VS2,3540
1.01,Ideal,G,VS2,6295
1.24,Very Good,E,VS1,10185
2.03,Ideal,G,SI2,12154
0.96,Ideal,G,SI2,3858
1.11,Ideal,F,VS2,8233
0.51,Ideal,G,VVS1,2005
1.1,Very Good,H,SI1,4414
0.35,Ideal,H,IF,887
0.73,Premium,H,SI2,2234
1.01,Very Good,E,VS2,6128
0.51,Premium,H,VS1,1443
0.34,Ideal,D,VS2,805
1.26,Ideal,E,SI2,4939
0.41,Premium,G,VS2,1061
1.04,Premium,E,SI2,3914
0.51,Ideal,I,SI1,1122
1,Good,D,SI2,4218
0.42,Premium,H,VS1,1087
0.3,Premium,E,SI1,526
0.38,Ideal,F,VS2,693
1.24,Very Good,I,VS2,5783
0.42,Ideal,F,VVS2,1142
1.21,Premium,I,SI1,5760
1.21,Ideal,H,VS2,5882
1,Fair,E,VS2,6268
0.4,Very Good,E,VS1,959
0.55,Ideal,F,VS2,1702
0.23,Very Good,D,VVS1,530
1,Fair,F,VS2,5840
0.3,Premium,F,VS2,524
0.7,Ideal,H,VS2,2184
0.41,Very Good,G,SI1,719
1.58,Ideal,F,SI1,12991
0.51,Premium,E,VVS2,2419
0.39,Ideal,E,VS1,876
0.9,Good,G,VVS2,4485
0.31,Ideal,G,SI2,436
0.3,Ideal,D,SI1,670
0.42,Very Good,D,SI1,756
0.33,Premium,G,VS2,743
0.41,Ideal,G,VS2,1061
1.23,Very Good,J,VS2,4896
0.24,Very Good,E,VVS2,552
0.9,Good,G,VS2,4093
0.5,Premium,G,VVS1,2070
0.8,Ideal,G,VVS2,4740
0.96,Very Good,D,SI2,4060
0.38,Ideal,D,VS2,787
0.57,Ideal,E,VVS2,2507
0.5,Ideal,F,SI2,1080
0.52,Ideal,D,VVS2,2426
0.58,Ideal,G,SI2,1276
0.73,Ideal,I,VVS2,2451
1.09,Premium,H,SI2,4761
0.52,Premium,G,SI2,1196
1.18,Very Good,H,SI1,5508
1.03,Ideal,G,SI1,5445
0.75,Good,E,VS2,2717
0.86,Ideal,G,SI2,3442
1.26,Ideal,H,VS1,7691
0.75,Ideal,E,VS1,3086
0.5,Good,J,VS2,965
2.26,Very Good,H,SI2,13923
1.07,Ideal,J,VS2,4686
0.72,Ideal,E,VS2,3601
1,Ideal,G,VS2,5824
1.03,Premium,H,SI2,4038
0.31,Ideal,D,VS2,942
0.4,Good,D,SI2,798
1.3,Very Good,G,SI1,7985
0.33,Very Good,E,SI1,579
2.06,Premium,I,SI2,13198
0.9,Very Good,E,SI2,3342
1.01,Good,H,VS2,4909
0.38,Ideal,E,VS1,1000
1.54,Very Good,F,SI2,8893
0.41,Ideal,J,SI2,731
0.37,Ideal,E,VS1,950
0.51,Ideal,H,VVS1,1766
0.7,Very Good,H,VS1,2145
0.76,Very Good,E,VVS2,3833
0.4,Good,F,SI1,687
0.39,Ideal,G,IF,1200
0.7,Very Good,G,SI1,2095
2.28,Premium,J,VS2,16564
1.64,Premium,J,VS1,9836
0.91,Fair,D,SI1,3730
0.71,Ideal,H,VVS1,3014
0.41,Premium,E,VS2,935
0.7,Good,I,VS2,2268
0.65,Premium,F,VS2,1970
0.4,Ideal,H,SI1,896
0.34,Good,D,VS2,644
1.15,Ideal,H,I1,3606
2.42,Premium,J,VS2,17168
0.9,Very Good,E,SI1,4165
1.26,Very Good,E,SI2,5976
1.05,Good,I,VS2,4550
1.09,Premium,J,VS1,4303
0.38,Premium,D,VS2,1117
0.3,Ideal,H,IF,789
0.46,Good,F,VS1,1228
0.52,Ideal,F,SI1,1383
2,Good,J,I1,6521
0.38,Ideal,D,SI1,884
1.53,Premium,I,VS1,10098
0.32,Premium,G,IF,952
2.16,Premium,I,SI1,17313
0.41,Very Good,D,VS2,871
0.3,Very Good,H,VVS1,638
0.36,Very Good,D,VS2,759
0.92,Premium,G,SI2,3318
1.13,Ideal,D,VVS2,12261
1.81,Premium,G,SI1,11854
0.5,Good,G,VVS1,1966
0.7,Ideal,F,SI1,2409
0.79,Ideal,I,SI1,2539
1.55,Premium,J,SI1,7502
0.3,Very Good,H,VS2,608
0.55,Premium,G,VS2,1668
0.41,Premium,I,VVS2,827
1.01,Premium,G,SI1,4805
0.34,Ideal,E,SI1,596
0.34,Very Good,I,VS2,477
0.7,Premium,G,SI2,1814
1.64,Ideal,I,VS2,10562
0.5,Ideal,H,VVS1,1648
0.3,Premium,G,VVS2,878
0.92,Good,F,SI2,3787
1,Good,G,VS2,5645
0.26,Good,F,VS1,373
0.53,Very Good,G,SI1,1237
1.12,Ideal,F,VS2,8074
0.3,Ideal,F,IF,886
0.41,Ideal,D,SI1,1015
0.55,Ideal,D,VVS2,3468
0.52,Premium,G,VVS2,1911
0.32,Very Good,F,VVS1,886
1.21,Good,E,SI1,6861
2.02,Very Good,I,VS2,14620
0.7,Ideal,E,VS2,2777
0.33,Premium,E,SI1,693
1.5,Very Good,H,VS2,11025
0.42,Ideal,E,VS1,1014
0.31,Good,G,VS2,507
0.51,Premium,I,SI2,956
0.3,Ideal,H,VVS2,590
0.3,Ideal,F,VVS2,694
1,Good,G,SI1,4218
0.3,Ideal,F,SI1,475
1.2,Ideal,H,VS1,7473
1.7,Premium,H,SI1,11709
0.5,Good,G,SI2,1121
0.35,Premium,F,VS2,706
0.32,Ideal,H,VS1,561
0.41,Ideal,D,VS1,1151
1.84,Ideal,J,VS1,8828
0.3,Ideal,F,IF,886
1.5,Ideal,I,SI1,8685
1.21,Premium,G,SI2,4976
1.02,Very Good,D,SI1,6863
0.55,Very Good,F,VVS2,2102
1.26,Very Good,H,SI2,5736
0.36,Ideal,G,SI1,537
1.01,Good,G,SI2,3852
1.01,Good,F,VVS2,7915
2.14,Good,H,SI1,14395
1.09,Very Good,I,SI2,4078
0.95,Premium,F,SI2,2867
1.01,Premium,F,SI1,4632
0.7,Very Good,E,VS2,2553
0.91,Very Good,F,VVS2,5733
0.31,Ideal,G,IF,891
0.9,Very Good,F,SI2,3601
1,Very Good,F,SI1,4851
0.33,Ideal,E,VS2,928
0.9,Very Good,E,IF,7747
1.24,Ideal,E,SI1,7701
0.76,Ideal,F,SI2,2469
0.33,Ideal,E,IF,1289
1.18,Premium,G,VVS2,9304
1.31,Premium,H,VS2,6095
1.3,Fair,J,SI1,5488
0.32,Very Good,G,SI1,477
0.5,Ideal,G,VVS1,1883
0.9,Very Good,I,VS2,3709
0.9,Premium,E,VS1,5535
1.88,Good,J,SI2,8048
0.59,Ideal,D,SI1,1821
0.42,Very Good,D,VS2,910
2.01,Ideal,I,VS1,17523
0.52,Ideal,D,VS2,1868
0.26,Very Good,G,VVS2,486
0.73,Premium,F,VS2,2882
1.57,Premium,I,VVS2,11146
0.5,Very Good,E,SI2,1077
1.52,Premium,G,VS2,13287
1.01,Premium,D,SI2,4805
0.8,Good,F,VS2,3283
0.32,Premium,E,VS2,900
0.7,Very Good,G,VVS2,2931
1.23,Very Good,E,VVS2,11175
0.23,Very Good,F,IF,530
0.51,Very Good,E,VS1,1970
0.9,Very Good,F,SI2,3519
0.41,Ideal,F,VS1,1007
0.3,Ideal,G,VVS2,684
1.01,Premium,H,VS1,5515
0.3,Very Good,G,IF,895
1.13,Premium,H,SI1,5101
1.01,Premium,G,VVS2,6843
0.31,Very Good,F,VS1,675
0.7,Very Good,G,VVS2,2905
0.31,Ideal,D,VS2,734
0.4,Ideal,I,VVS1,842
1,Premium,H,I1,2058
0.3,Very Good,G,VVS1,737
1.02,Premium,D,SI2,4381
0.31,Premium,F,VS2,802
2.03,Ideal,H,SI1,17864
1.55,Ideal,I,VS1,10869
2,Ideal,H,SI1,18604
0.81,Ideal,F,SI2,2843
0.4,Premium,D,VS2,1050
1.38,Ideal,G,VS1,11527
0.3,Premium,D,VS2,911
1.01,Very Good,H,VS2,4692
1.02,Premium,E,VS2,6032
0.34,Ideal,E,VS2,956
0.99,Very Good,J,SI1,4002
0.62,Premium,D,SI2,1777
0.7,Fair,E,VS2,2697
0.5,Ideal,D,VS1,2454
0.32,Premium,H,VS2,505
0.31,Very Good,G,VVS1,816
0.56,Ideal,G,VVS1,2318
0.32,Very Good,E,VVS1,931
0.3,Ideal,I,VVS2,532
1.04,Good,D,SI1,5605
0.32,Ideal,F,VVS1,990
0.61,Ideal,J,VVS1,1692
0.4,Ideal,F,VVS2,1039
1.01,Premium,I,SI2,3665
1.5,Very Good,H,SI2,7291
0.37,Ideal,F,IF,1092
0.7,Premium,H,VS1,2435
1.52,Premium,E,SI2,9831
1.27,Ideal,J,VVS2,6430
1,Very Good,H,SI1,4953
0.3,Premium,I,VS1,473
0.9,Premium,H,VS2,4082
1.51,Fair,I,SI2,6156
2.02,Premium,H,SI2,12680
0.31,Premium,D,SI2,462
0.52,Premium,E,I1,1037
1.14,Very Good,J,SI2,4470
0.38,Very Good,F,VVS1,1087
0.3,Premium,E,VS2,844
0.37,Ideal,F,VVS2,987
0.31,Ideal,I,IF,652
1,Good,F,SI1,4504
0.73,Premium,F,VS2,2841
0.32,Ideal,I,VVS2,540
0.33,Ideal,F,VVS2,761
1.9,Premium,G,SI2,13919
0.91,Ideal,J,VS2,3256
1.51,Premium,E,SI2,7610
0.4,Very Good,F,IF,1404
0.7,Ideal,G,SI1,2276
2.09,Ideal,I,SI2,13933
0.3,Premium,I,VVS1,552
1.03,Premium,E,SI2,4070
0.52,Ideal,D,VS2,1919
0.34,Ideal,I,VS1,537
0.7,Good,D,SI1,2525
0.34,Premium,E,SI2,612
0.72,Ideal,D,SI1,3322
0.7,Very Good,F,VS1,2808
0.32,Very Good,D,VVS2,804
1.3,Premium,F,VS1,11392
0.33,Ideal,E,VS1,781
0.72,Very Good,J,SI1,1886
1.25,Premium,I,VS2,5925
0.3,Very Good,G,SI1,432
0.3,Premium,F,SI1,641
0.4,Ideal,H,VVS1,1088
1.52,Good,G,SI1,9368
0.4,Very Good,H,VS2,746
0.31,Ideal,E,VS2,680
1.05,Ideal,G,VVS1,8623
1.01,Premium,H,SI1,4191
1.01,Premium,F,VS1,6176
1.51,Good,G,VS1,13686
0.35,Ideal,E,VS1,840
0.65,Ideal,H,VVS2,2210
1.06,Premium,F,SI1,5142
0.46,Ideal,E,SI2,935
2.01,Premium,H,VS2,13342
1.02,Ideal,F,SI2,4968
0.37,Ideal,E,VS2,1041
0.92,Premium,G,SI1,3751
0.88,Ideal,I,SI1,3264
1.2,Very Good,I,VS1,6192
2.05,Premium,J,VS2,13667
1.5,Very Good,E,SI1,10929
1.27,Very Good,F,VVS1,13200
0.51,Ideal,F,VS2,1687
2.16,Premium,H,SI2,11473
0.31,Ideal,H,VS2,628
1.57,Ideal,H,VS1,12810
0.31,Premium,H,IF,816
1.51,Very Good,G,SI1,9664
1.5,Good,G,VS2,11294
0.31,Ideal,D,VS1,673
0.31,Ideal,G,VVS1,789
1.55,Very Good,E,SI2,9557
0.73,Ideal,G,SI1,2377
0.71,Good,I,VS2,2145
1,Good,I,SI1,3360
0.53,Ideal,E,VS2,1776
0.7,Very Good,F,VS1,2925
1.19,Very Good,H,VS2,6819
0.72,Premium,G,VS2,2405
1.2,Very Good,G,SI2,5250
2.02,Ideal,I,VS1,17936
1.23,Ideal,H,VS2,7130
0.33,Ideal,E,VVS1,1374
0.35,Ideal,E,VS2,767
0.8,Ideal,G,VS2,3494
0.71,Ideal,G,VVS1,3210
0.38,Good,D,VS2,871
1.01,Very Good,G,SI2,4249
2.04,Premium,I,VS2,16768
1.04,Very Good,D,SI2,4252
0.51,Ideal,E,VS2,1656
0.31,Ideal,G,SI1,493
0.3,Ideal,D,VS2,670
0.3,Very Good,F,VVS1,858
1.03,Premium,E,SI1,5101
0.64,Ideal,H,SI2,1125
1.02,Very Good,E,VS2,6915
1.2,Ideal,G,VVS1,10786
0.3,Ideal,I,VS2,438
0.5,Very Good,H,VS1,1598
0.72,Premium,G,VVS2,2703
1.24,Ideal,J,VS2,6639
0.3,Very Good,G,VS2,675
0.32,Premium,E,VVS1,954
2.2,Ideal,I,SI2,13512
1,Good,E,VVS2,7692
1.53,Ideal,I,SI2,7859
0.31,Premium,F,VS2,749
1.03,Very Good,G,VS2,6786
1.02,Premium,G,VS2,6169
1.13,Premium,G,VS1,7720
1.2,Very Good,G,VVS2,9337
0.5,Ideal,G,VS2,1449
0.73,Very Good,G,VVS2,3288
0.3,Ideal,H,VVS2,776
0.31,Premium,E,VVS1,1012
2.15,Very Good,I,SI2,12100
1.03,Ideal,J,SI1,4395
0.34,Ideal,D,VVS2,1174
1.21,Ideal,H,VVS2,7954
1.8,Premium,I,SI2,8457
0.57,Very Good,I,SI2,1000
0.27,Very Good,F,VS1,518
1,Very Good,D,SI2,4595
1.27,Good,F,I1,4324
0.57,Ideal,F,VVS2,2360
0.5,Fair,F,VS2,1225
1.03,Ideal,E,SI1,5476
1.07,Ideal,G,VS2,6471
1,Premium,E,SI2,4648
0.31,Premium,H,VS1,698
2.01,Very Good,J,SI1,12257
0.4,Ideal,G,IF,1229
0.54,Premium,E,SI1,1361
0.3,Ideal,E,VS1,911
0.52,Ideal,G,VS1,1722
0.71,Ideal,D,SI2,2564
1.04,Very Good,J,SI2,3459
0.4,Premium,I,VS1,945
0.33,Ideal,J,VS1,557
0.71,Very Good,G,SI1,2206
1.24,Good,G,VS2,8672
2.02,Good,I,VS2,16789
0.4,Very Good,E,VVS1,1217
1.52,Very Good,G,VS2,12359
0.33,Very Good,I,VS1,575
0.3,Good,G,VVS2,684
1.62,Premium,G,VS1,15188
1.11,Ideal,I,VS1,6758
1,Good,D,IF,15928
0.32,Ideal,E,VS1,972
0.3,Ideal,G,VVS1,764
1.51,Premium,F,VS2,13221
1.71,Ideal,G,VS1,17009
0.54,Very Good,F,VS2,1889
0.36,Ideal,F,VS2,786
1.01,Ideal,I,SI1,4509
0.53,Ideal,E,SI2,1229
0.72,Ideal,F,SI1,2440
0.44,Ideal,G,VVS1,1235
0.3,Premium,H,VVS1,796
0.58,Ideal,D,VVS1,3206
0.31,Very Good,E,VVS2,721
0.32,Ideal,F,VS2,645
1.17,Ideal,G,VS2,7413
0.53,Premium,G,VS2,1607
1.52,Ideal,H,SI1,10589
1.04,Premium,E,VS2,7175
0.58,Good,G,VS2,1287
0.39,Ideal,G,SI2,683
0.56,Good,F,VS1,1712
1.2,Very Good,I,SI1,5476
2.48,Premium,I,VS2,16820
0.53,Ideal,G,VVS2,1881
1.44,Ideal,G,VS1,12093
0.33,Very Good,F,VVS1,912
1.11,Ideal,G,VVS2,8843
0.75,Ideal,E,SI1,2821
0.72,Premium,H,IF,3048
0.96,Good,H,SI2,3548
1.39,Premium,I,SI2,4826
0.32,Premium,H,VS1,720
0.3,Premium,E,VS1,911
1.18,Premium,G,VVS2,9304
0.42,Ideal,E,SI2,882
0.71,Very Good,F,SI2,2098
0.77,Ideal,E,SI1,3827
0.56,Very Good,G,SI1,1340
1,Premium,F,SI1,4234
0.5,Very Good,F,SI1,1214
0.41,Ideal,E,SI1,969
0.32,Very Good,E,SI2,449
1.01,Premium,D,VVS2,8065
1.06,Premium,H,VS2,5205
0.41,Ideal,F,VS2,1107
1.13,Very Good,D,SI2,5408
1.01,Premium,G,SI2,3173
0.85,Premium,F,VVS2,4530
0.56,Ideal,F,VS1,2016
0.3,Fair,E,VS2,630
0.5,Ideal,H,VVS2,1608
0.28,Very Good,D,VS1,514
0.41,Ideal,E,VS2,1087
1.17,Fair,H,SI2,4717
0.51,Good,I,SI1,959
0.5,Ideal,H,VS2,1626
1,Fair,G,SI2,3541
1.25,Premium,G,VS2,7948
0.51,Ideal,G,VS2,1443
0.77,Ideal,H,VS2,3996
1,Premium,G,VS2,6048
0.43,Good,H,VVS1,1037
1.56,Premium,J,VS1,7144
1.36,Premium,E,SI2,7677
1.2,Ideal,F,VS2,8436
0.31,Premium,E,VS2,680
1.21,Premium,H,SI2,5218
0.33,Ideal,E,VS2,928
0.7,Fair,E,SI1,2125
0.3,Ideal,D,VVS2,741
1,Good,H,VS2,4861
0.71,Premium,F,SI2,2331
1.5,Very Good,E,SI1,11325
1.51,Very Good,D,VS1,15513
1.01,Good,F,VS1,5786
1.72,Premium,H,SI1,12998
1.52,Ideal,F,SI1,12183
0.71,Very Good,E,SI1,2441
0.54,Ideal,I,SI1,1170
1.15,Ideal,H,VS2,6772
0.7,Very Good,H,VVS2,2585
0.42,Premium,F,SI1,773
0.61,Very Good,G,VVS2,2351
1.11,Premium,H,VS2,6527
0.23,Very Good,E,VVS2,485
0.7,Ideal,D,SI1,2872
0.45,Ideal,F,SI2,996
1,Very Good,H,SI1,5287
0.43,Premium,F,SI1,948
0.7,Ideal,H,VVS1,2947
0.42,Ideal,F,SI1,843
0.53,Ideal,D,VS2,1694
0.7,Ideal,I,SI1,1790
0.9,Good,G,SI1,3574
0.51,Ideal,E,VS2,1656
0.51,Very Good,E,VS2,1577
0.38,Very Good,D,SI2,633
1.01,Premium,I,SI2,3360
0.33,Very Good,G,VS1,681
0.3,Premium,I,VVS1,709
0.38,Ideal,E,VVS1,1327
1,Fair,G,VS1,4630
0.44,Very Good,G,SI1,786
0.53,Very Good,G,VS1,1655
1.01,Premium,G,VS1,6335
0.96,Ideal,I,I1,2363
0.21,Premium,D,VS2,386
1.21,Ideal,F,VS1,9335
0.57,Premium,E,VS2,1949
0.39,Ideal,G,VVS1,1170
1.01,Ideal,H,VS2,5306
0.42,Ideal,G,VS2,1087
0.72,Ideal,E,SI2,2530
0.41,Very Good,G,VVS1,1151
0.23,Very Good,F,VVS2,530
0.31,Ideal,E,VS2,680
1.23,Very Good,H,VS2,6459
1.2,Ideal,I,SI1,5510
1.09,Ideal,F,VS2,7385
